NAME,CLUB,LEAGUE,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL,id
Nicolás Domingo,Independiente,Argentina Primera División ,CDM,Gold,75,64,72,59,70,30,82,11201
Nicolás Gaitán,Chicago Fire,USA Major League Soccer,CAM,Gold,81,68,68,81,82,72,68,11206
Nicolás Lodeiro,Seattle Sounders,USA Major League Soccer,CAM,Gold,82,66,82,61,74,31,86,11217
Nicolás Otamendi,Manchester City,England Premier League,CB,Gold,85,82,85,81,85,33,69,11228
Nicolás Sánchez,Monterrey,Mexico Liga MX,CB,Gold,76,72,71,75,79,27,49,11240
Nicolás Tagliafico,Ajax,Holland Eredivisie,LB,Gold,84,66,50,72,66,84,82,11245
Nicolò Barella,Inter,Italy Serie A,CM,Gold,83,54,65,80,77,82,74,11250
Nicolò Zaniolo,Roma,Italy Serie A,RW,Gold,80,63,74,77,79,76,83,11257
Nicolae Stanciu,Slavia Praha,Czech Republic HET Liga,CAM,Gold,75,89,72,67,79,41,65,11261
Nicolai Jørgensen,Feyenoord,Holland Eredivisie,ST,Gold,76,69,66,70,74,76,70,11266
Nicolas Nkoulou,Torino,Italy Serie A,CB,Gold,84,90,81,81,84,50,70,11290
Nicolas Pépé,Arsenal,England Premier League,RM,Gold,83,78,69,79,79,80,76,11293
Nicolas Pallois,FC Nantes,France Ligue 1,CB,Gold,82,83,80,75,86,54,65,11295
Niklas Moisander,Werder Bremen,Germany 1. Bundesliga,CB,Gold,79,71,61,70,77,77,69,11330
Niklas Süle,Bayern München,Germany 1. Bundesliga,CB,Gold,85,75,84,61,77,36,69,11331
Niklas Stark,Hertha BSC,Germany 1. Bundesliga,CB,Gold,79,68,59,57,66,77,84,11335
Nikola Kalinić,Roma,Italy Serie A,ST,Gold,79,73,67,76,82,54,64,11349
Nikola Maksimović,Napoli,Italy Serie A,CB,Gold,78,89,60,70,79,72,79,11351
Nikola Milenković,Fiorentina,Italy Serie A,CB,Gold,76,79,76,69,75,34,64,11353
Nikola Vlašić,CSKA Moskva,Russia FUT League,CM,Gold,81,68,64,73,63,83,81,11360
Nikola Vukčević,Levante UD,Spain Primera Division,CDM,Gold,75,67,49,65,65,75,74,11362
Nils Petersen,SC Freiburg,Germany 1. Bundesliga,ST,Gold,78,76,72,79,82,59,56,11378
Nolito,Sevilla FC,Spain Primera Division,LM,Gold,78,76,36,59,62,75,80,11410
Nordi Mukiele,RB Leipzig,Germany 1. Bundesliga,CB,Gold,77,50,52,66,64,77,79,11416
Nordin Amrabat,Al Nassr,Saudi Dawry Jameel League,RM,Gold,78,84,72,75,79,47,54,11418
Noussair Mazraoui,Ajax,Holland Eredivisie,RB,Gold,77,88,70,66,80,32,65,11425
Nuri Şahin,Werder Bremen,Germany 1. Bundesliga,CDM,Gold,78,90,70,71,79,35,59,11438
Oğuzhan Özyakup,Beşiktaş,Turkey Süper Lig,CM,Gold,77,76,29,59,66,78,67,11447
Odil Akhmedov,Shanghai SIPG,China Super League,CM,Gold,75,61,67,69,69,70,74,11450
Odion Ighalo,Shanghai Greenland Shenhua,China Super League,ST,Gold,77,90,74,60,77,29,63,11453
Odriozola,Real Madrid,Spain Primera Division,RB,Gold,80,73,76,78,83,57,71,11454
Ogenyi Onazi,Trabzonspor,Turkey Süper Lig,CDM,Gold,76,45,37,63,52,75,80,11458
Okay Yokuşlu,RC Celta de Vigo,Spain Primera Division,CDM,Gold,78,74,66,71,74,78,72,11471
Ola Aina,Torino,Italy Serie A,LM,Gold,75,74,63,74,78,69,77,11475
Ola Kamara,D.C. United,USA Major League Soccer,ST,Gold,75,77,74,68,78,29,55,11478
Ola Toivonen,Melbourne Victory,Australia Hyundai A-League,ST,Gold,76,74,71,72,82,46,65,11480
Ole Kristian Selnæs,Shenzhen FC,China Super League,LM,Gold,81,71,38,51,51,83,82,11492
Oleksandr Zinchenko,Manchester City,England Premier League,LB,Gold,78,74,66,78,79,31,62,11497
Oliver Norwood,Sheffield United,England Premier League,CM,Gold,75,64,54,73,77,72,73,11519
Olivier Giroud,Chelsea,England Premier League,ST,Gold,82,71,73,76,88,65,66,11530
Ollie Watkins,Brentford,England EFL Championship,ST,Gold,80,82,77,61,76,30,81,11543
Omar Al Soma,Al Ahli,Saudi Dawry Jameel League,ST,Gold,82,91,79,79,82,40,67,11547
Omar Colley,Sampdoria,Italy Serie A,CB,Gold,77,82,76,73,75,34,64,11556
Omar El Kaddouri,PAOK FC,Greece A'Ethniki,CAM,Gold,76,71,64,70,74,75,67,11559
Omar Elabdellaoui,Olympiacos CFP,Greece A'Ethniki,RB,Gold,75,74,75,68,74,46,64,11560
Omar Kharbin,Al Hilal,Saudi Dawry Jameel League,ST,Gold,75,61,60,64,66,73,80,11567
Omar Mascarell,FC Schalke 04,Germany 1. Bundesliga,CDM,Gold,78,75,46,69,75,77,72,11568
Ondrej Duda,Hertha BSC,Germany 1. Bundesliga,CAM,Gold,77,77,60,70,72,72,80,11584
Oriol Romeu,Southampton,England Premier League,CDM,Gold,76,82,65,69,81,36,52,11605
Oscar,Shanghai SIPG,China Super League,CAM,Gold,83,73,59,70,78,85,78,11618
Oscar Wendt,Borussia M'gladbach,Germany 1. Bundesliga,LB,Gold,76,61,74,60,69,40,81,11626
Osvaldo Alonso,Minnesota United FC,USA Major League Soccer,CDM,Gold,75,53,76,65,65,20,78,11633
Otávio,FC Porto,Portugal Liga NOS,RM,Gold,79,74,61,75,75,77,73,11640
Ousmane Dembélé,FC Barcelona,Spain Primera Division,RW,Gold,86,77,84,74,73,36,85,11655
Oussama Idrissi,AZ,Holland Eredivisie,LW,Gold,75,72,70,74,75,65,70,11662
Oyarzabal,Real Sociedad,Spain Primera Division,LW,Gold,84,81,77,80,81,75,79,11676
Pablo,Girondins de Bordeaux,France Ligue 1,CB,Gold,77,74,48,67,66,76,76,11687
Pablo Aguilar,Cruz Azul,Mexico Liga MX,CB,Gold,77,62,71,72,78,74,77,11690
Pablo Fornals,West Ham United,England Premier League,CAM,Gold,81,85,81,79,83,33,68,11700
Pablo Hernández,Independiente,Argentina Primera División ,CM,Gold,77,53,80,63,66,35,70,11703
Pablo Pérez,Independiente,Argentina Primera División ,CM,Gold,77,63,52,53,57,77,78,11713
Pablo Piatti,RCD Espanyol,Spain Primera Division,LM,Gold,78,67,80,76,80,35,63,11716
Pablo Rosario,PSV,Holland Eredivisie,CDM,Gold,77,58,73,73,71,71,81,11718
Pablo Santos,Braga,Portugal Liga NOS,CB,Gold,76,75,72,72,74,68,79,11720
Pablo Sarabia,Paris Saint-Germain,France Ligue 1,CAM,Gold,83,55,63,84,81,70,73,11721
Pablo Zabaleta,West Ham United,England Premier League,RB,Gold,75,88,72,66,79,37,59,11725
Paco Alcácer,Borussia Dortmund,Germany 1. Bundesliga,ST,Gold,83,65,78,78,82,74,69,11727
Palhinha,Braga,Portugal Liga NOS,CDM,Gold,76,59,78,60,69,45,77,11735
Panagiotis Retsos,Bayer 04 Leverkusen,Germany 1. Bundesliga,CB,Gold,75,67,69,73,77,60,62,11737
Paolo Maldini,Icons,Icons,CB,Gold,94,86,56,75,69,96,83,11749
Papakouli Diop,SD Eibar,Spain Primera Division,CDM,Gold,78,82,75,74,81,37,50,11755
Papiss Demba Cissé,Alanyaspor,Turkey Süper Lig,ST,Gold,75,68,55,65,71,78,70,11763
Parejo,Valencia CF,Spain Primera Division,CM,Gold,87,74,83,81,84,81,87,11766
Pascal Groß,Brighton & Hove Albion,England Premier League,CM,Gold,78,79,60,74,79,75,78,11800
Patrick Cutrone,Wolverhampton Wanderers,England Premier League,ST,Gold,77,65,44,62,69,76,73,11829
Patrick Herrmann,Borussia M'gladbach,Germany 1. Bundesliga,RW,Gold,81,83,69,80,83,40,64,11837
Patrick Kluivert,Icons,Icons,ST,Gold,91,83,89,90,90,43,65,11844
Patrick van Aanholt,Crystal Palace,England Premier League,LB,Gold,76,88,76,69,75,36,72,11869
Patrick Vieira,Icons,Icons,CM,Gold,91,88,92,72,87,34,75,11870
Patrik Hrošovský,RC Genk,Belgium Jupiler Pro League,CM,Gold,77,77,67,68,76,76,83,11876
Patrik Schick,RB Leipzig,Germany 1. Bundesliga,ST,Gold,76,75,80,61,74,29,65,11880
Paul Dummett,Newcastle United,England Premier League,CB,Gold,75,76,74,70,75,45,72,11905
Paul Lasne,Stade Brestois 29,France Ligue 1,CM,Gold,75,74,63,69,72,69,72,11919
Paul Pogba,Manchester United,England Premier League,CM,Gold,88,73,81,90,84,53,63,11929
Paul Scholes,Icons,Icons,CM,Gold,91,88,88,76,82,41,81,11931
Paulinho,Guangzhou Evergrande Taobao,China Super League,CM,Gold,88,80,84,82,89,80,85,11942
Paulo Dybala,Piemonte Calcio,Italy Serie A,CAM,Gold,89,84,84,85,91,45,65,11954
Paulo Oliveira,SD Eibar,Spain Primera Division,CB,Gold,76,74,75,72,77,48,70,11960
Pavel Kadeřábek,TSG 1899 Hoffenheim,Germany 1. Bundesliga,RWB,Gold,80,66,49,66,69,79,78,11965
Pavel Nedvěd,Icons,Icons,LM,Gold,91,81,93,77,78,52,85,11967
Pedraza,Real Betis Balompié,Spain Primera Division,LM,Gold,76,80,74,62,77,25,65,11983
Pedro,Chelsea,England Premier League,RW,Gold,82,85,80,72,86,39,71,11985
Pedro Henrique,Vitória Guimarães,Portugal Liga NOS,CB,Gold,77,73,76,64,70,34,74,11994
Pedro León,SD Eibar,Spain Primera Division,RM,Gold,80,67,68,77,80,76,74,11998
Pedro Mendes,Montpellier HSC,France Ligue 1,CB,Gold,78,60,40,54,56,78,79,11999
Pedro Obiang,Sassuolo,Italy Serie A,CDM,Gold,77,48,41,52,51,79,71,12003
Pelé,Icons,Icons,CAM,Gold,98,95,96,93,96,60,76,12016
Pepe,FC Porto,Portugal Liga NOS,CB,Gold,84,69,77,83,83,72,69,12029
Per Ciljan Skjelbred,Hertha BSC,Germany 1. Bundesliga,CDM,Gold,76,69,57,68,70,73,74,12032
Percy Tau,Club Brugge,Belgium Jupiler Pro League,RW,Gold,75,81,67,71,79,40,60,12036
Pere Pons,Deportivo Alavés,Spain Primera Division,CM,Gold,76,67,68,71,82,37,61,12040
Petros,Al Nassr,Saudi Dawry Jameel League,CDM,Gold,79,65,81,74,80,34,67,12076
Petros Mantalos,AEK Athens,Greece A'Ethniki,LM,Gold,81,70,76,81,81,71,65,12077
Phil Foden,Manchester City,England Premier League,CAM,Gold,76,83,72,71,78,44,48,12084
Phil Jagielka,Sheffield United,England Premier League,CB,Gold,76,81,71,70,77,37,69,12086
Phil Jones,Manchester United,England Premier League,CB,Gold,79,70,73,77,80,56,73,12087
Philipp Bargfrede,Werder Bremen,Germany 1. Bundesliga,CDM,Gold,75,91,63,70,71,38,54,12098
Philipp Klement,VfB Stuttgart,Germany 2. Bundesliga,CAM,Gold,75,57,66,78,68,70,62,12107
Philipp Max,FC Augsburg,Germany 1. Bundesliga,LB,Gold,77,60,40,62,65,76,73,12110
Pierre Lees-Melou,OGC Nice,France Ligue 1,CM,Gold,77,79,59,68,78,74,62,12136
Pierre-Emerick Aubame...,Arsenal,England Premier League,ST,Gold,89,42,62,80,81,85,80,12139
Pierre-Emile Højbjerg,Southampton,England Premier League,CM,Gold,77,68,69,73,73,66,67,12141
Pione Sisto,RC Celta de Vigo,Spain Primera Division,LW,Gold,77,59,56,71,67,75,76,12152
Piotr Zieliński,Napoli,Italy Serie A,CM,Gold,81,68,63,76,75,82,82,12162
Piqué,FC Barcelona,Spain Primera Division,CB,Gold,90,82,88,86,90,58,73,12165
Pizzi,SL Benfica,Portugal Liga NOS,RM,Gold,84,55,41,57,59,85,83,12172
Pontus Jansson,Brentford,England EFL Championship,CB,Gold,76,64,73,77,77,64,66,12183
Pontus Wernbloom,PAOK FC,Greece A'Ethniki,CDM,Gold,77,74,77,67,78,30,53,12184
Portillo,Getafe CF,Spain Primera Division,RM,Gold,76,92,71,62,79,39,67,12185
Portu,Real Sociedad,Spain Primera Division,CF,Gold,80,71,77,81,77,64,80,12186
Postigo,Levante UD,Spain Primera Division,CB,Gold,75,72,39,59,64,74,79,12187
Pozuelo,Toronto FC,USA Major League Soccer,CAM,Gold,80,87,70,79,79,52,68,12189
Presnel Kimpembe,Paris Saint-Germain,France Ligue 1,CB,Gold,82,56,79,71,70,51,78,12191
Quaresma,Kasımpaşa,Turkey Süper Lig,RM,Gold,81,62,58,69,65,82,77,12215
Quincy Promes,Ajax,Holland Eredivisie,LW,Gold,82,75,77,77,83,43,56,12225
Quique,SD Eibar,Spain Primera Division,ST,Gold,75,61,73,71,70,73,71,12231
Rômulo,Brescia,Italy Serie A,RM,Gold,77,75,46,69,75,77,72,12233
Rémi Oudin,Stade de Reims,France Ligue 1,RM,Gold,75,77,72,68,78,41,62,12235
Raúl,Icons,Icons,CF,Gold,92,80,43,63,68,95,85,12242
Raúl Albiol,Villarreal CF,Spain Primera Division,CB,Gold,83,91,81,75,85,33,67,12246
Raúl García,Athletic Club de Bilbao,Spain Primera Division,CAM,Gold,80,71,32,63,56,82,74,12249
Raúl Jiménez,Wolverhampton Wanderers,England Premier League,ST,Gold,83,65,55,67,66,84,84,12251
Raúl Navas,CA Osasuna,Spain Primera Division,CB,Gold,76,77,61,71,72,73,69,12257
Raúl Ruidíaz,Seattle Sounders,USA Major League Soccer,ST,Gold,76,52,52,48,50,77,73,12259
Radja Nainggolan,Cagliari,Italy Serie A,CAM,Gold,86,86,86,76,86,34,75,12271
Rafa,SL Benfica,Portugal Liga NOS,LM,Gold,82,61,46,68,67,83,76,12281
Rafael,Olympique Lyonnais,France Ligue 1,RB,Gold,78,74,72,78,79,65,71,12295
Rafael Carioca,Tigres U.A.N.L.,Mexico Liga MX,CDM,Gold,78,36,51,67,66,80,71,12299
Rafael Leão,Milan,Italy Serie A,ST,Gold,75,58,32,55,47,75,70,12307
Rafael Santos Borré,Núñez,Argentina Primera División ,ST,Gold,77,74,70,75,76,74,72,12312
Rafael Tolói,Atalanta,Italy Serie A,CB,Gold,78,93,63,70,84,33,51,12314
Raffael,Borussia M'gladbach,Germany 1. Bundesliga,CF,Gold,78,54,75,80,77,62,69,12316
Rafinha,RC Celta de Vigo,Spain Primera Division,CAM,Gold,81,79,49,72,71,79,77,12326
Răzvan Marin,Ajax,Holland Eredivisie,CM,Gold,77,79,70,73,79,48,66,12331
Ragnar Klavan,Cagliari,Italy Serie A,CB,Gold,76,86,75,62,73,30,72,12339
Raheem Sterling,Manchester City,England Premier League,RW,Gold,88,63,55,74,74,89,79,12341
Ramiro Funes Mori,Villarreal CF,Spain Primera Division,CB,Gold,77,80,75,72,81,47,63,12359
Ramy Bensebaini,Borussia M'gladbach,Germany 1. Bundesliga,LB,Gold,81,79,76,82,84,54,67,12366
Rani Khedira,FC Augsburg,Germany 1. Bundesliga,CB,Gold,76,81,72,72,77,40,58,12372
Rúben Dias,SL Benfica,Portugal Liga NOS,CB,Gold,80,82,66,74,81,75,75,12374
Rúben Neves,Wolverhampton Wanderers,England Premier League,CM,Gold,82,83,76,78,81,37,62,12379
Rúben Semedo,Olympiacos CFP,Greece A'Ethniki,CB,Gold,76,60,63,74,73,75,70,12381
Rúben Vezo,Levante UD,Spain Primera Division,CB,Gold,78,43,69,69,65,79,80,12383
Raphaël Guerreiro,Borussia Dortmund,Germany 1. Bundesliga,LM,Gold,85,70,78,79,81,78,78,12389
Raphaël Varane,Real Madrid,Spain Primera Division,CB,Gold,85,72,80,86,82,44,66,12393
Raphinha,Stade Rennais,France Ligue 1,RW,Gold,79,74,78,63,72,35,80,12400
Rasmus Falk,FC København,Denmark Superliga,CM,Gold,75,58,66,76,74,70,68,12406
Ravel Morrison,Sheffield United,England Premier League,CAM,Gold,76,84,73,73,79,33,51,12422
Recio,CD Leganés,Spain Primera Division,CM,Gold,75,76,53,70,77,72,68,12438
Reguilón,Sevilla FC,Spain Primera Division,LB,Gold,77,69,50,68,65,74,78,12455
Remo Freuler,Atalanta,Italy Serie A,CM,Gold,78,79,77,55,74,27,66,12466
Renan Lodi,Atlético de Madrid,Spain Primera Division,LB,Gold,77,81,78,76,80,63,70,12477
Renato Augusto,Beijing Sinobo Guoan,China Super League,CM,Gold,81,81,77,68,82,40,83,12482
Renato Civelli,Banfield,Argentina Primera División ,CB,Gold,77,69,73,78,77,61,70,12484
Renato Ibarra,América,Mexico Liga MX,RM,Gold,76,50,39,59,46,76,75,12485
Renato Sanches,LOSC Lille,France Ligue 1,CM,Gold,75,73,77,70,73,47,69,12488
Renato Steffen,VfL Wolfsburg,Germany 1. Bundesliga,RW,Gold,76,79,64,74,82,52,49,12491
Renaud Cohade,FC Metz,France Ligue 1,CM,Gold,75,55,34,57,62,76,70,12494
Renzo Saravia,FC Porto,Portugal Liga NOS,RB,Gold,78,68,77,74,78,45,71,12500
Ricardo Centurión,Atlético de San Luis,Mexico Liga MX,LM,Gold,77,71,73,78,81,65,73,12528
Ricardo Esgaio,Braga,Portugal Liga NOS,RB,Gold,76,84,65,73,78,71,65,12535
Ricardo Horta,Braga,Portugal Liga NOS,LW,Gold,79,90,68,70,83,36,58,12539
Ricardo Pereira,Leicester City,England Premier League,RB,Gold,84,87,82,82,87,51,63,12546
Ricardo Rodríguez,Milan,Italy Serie A,LB,Gold,80,75,77,79,82,51,72,12549
Riccardo Orsolini,Bologna,Italy Serie A,CAM,Gold,76,72,75,57,72,37,68,12560
Riccardo Saponara,Genoa,Italy Serie A,CAM,Gold,77,78,50,71,73,75,69,12561
Richarlison,Everton,England Premier League,RM,Gold,79,77,44,58,68,78,80,12576
Rick Karsdorp,Feyenoord,Holland Eredivisie,RB,Gold,75,51,44,67,64,75,71,12583
Ricky van Wolfswinkel,FC Basel,Switzerland Super League,ST,Gold,75,66,53,70,71,71,72,12589
Ridgeciano Haps,Feyenoord,Holland Eredivisie,LB,Gold,75,88,66,70,79,40,51,12595
Rio Ferdinand,Icons,Icons,CB,Gold,90,89,90,72,89,38,73,12610
Rivaldo,Icons,Icons,LW,Gold,92,87,91,88,92,44,78,12619
Riyad Mahrez,Manchester City,England Premier League,RW,Gold,86,81,76,88,85,51,67,12622
Rob Holding,Arsenal,England Premier League,CB,Gold,76,83,71,71,75,49,76,12632
Robbie Brady,Burnley,England Premier League,LM,Gold,76,70,68,75,76,59,69,12641
Robert Berić,AS Saint-Étienne,France Ligue 1,ST,Gold,75,75,68,71,71,69,81,12657
Robert Lewandowski,Bayern München,Germany 1. Bundesliga,ST,Gold,91,73,93,83,84,49,85,12666
Robert Pirès,Icons,Icons,LM,Gold,91,90,89,70,88,34,67,12678
Robert Skov,TSG 1899 Hoffenheim,Germany 1. Bundesliga,RM,Gold,81,79,73,79,83,44,63,12682
Robert Snodgrass,West Ham United,England Premier League,RM,Gold,76,84,61,69,76,71,78,12685
Roberto Baggio,Icons,Icons,CAM,Gold,93,86,84,92,92,40,61,12690
Roberto Carlos,Icons,Icons,LB,Gold,91,85,79,90,92,38,64,12693
Roberto Firmino,Liverpool,England Premier League,CF,Gold,88,80,88,88,88,52,81,12699
Roberto Gagliardini,Inter,Italy Serie A,CDM,Gold,78,80,50,66,71,76,87,12702
Roberto Inglese,Parma,Italy Serie A,ST,Gold,76,68,35,59,57,75,71,12705
Roberto Pereyra,Watford,England Premier League,LM,Gold,80,63,78,82,78,68,67,12711
Roberto Rosales,CD Leganés,Spain Primera Division,RB,Gold,76,64,69,75,73,61,62,12716
Roberto Soriano,Bologna,Italy Serie A,CAM,Gold,78,65,68,72,73,79,79,12717
Robin Gosens,Atalanta,Italy Serie A,LM,Gold,76,70,53,66,68,75,75,12724
Robin Knoche,VfL Wolfsburg,Germany 1. Bundesliga,CB,Gold,77,70,53,66,68,75,75,12729
Robin Quaison,1. FSV Mainz 05,Germany 1. Bundesliga,CF,Gold,75,90,65,72,74,69,72,12736
Rochina,Levante UD,Spain Primera Division,CM,Gold,76,62,46,61,69,77,67,12742
Rodolfo Pizarro,Monterrey,Mexico Liga MX,CAM,Gold,77,48,74,81,76,63,62,12752
Rodri,Manchester City,England Premier League,CDM,Gold,85,75,84,61,77,36,69,12756
Rodrigo,Valencia CF,Spain Primera Division,ST,Gold,83,80,82,78,84,31,67,12762
Rodrigo Aliendro,Colón,Argentina Primera División ,CDM,Gold,76,46,57,66,65,76,74,12765
Rodrigo Battaglia,Sporting CP,Portugal Liga NOS,CM,Gold,84,88,66,79,83,82,75,12766
Rodrigo Bentancur,Piemonte Calcio,Italy Serie A,CM,Gold,79,77,76,68,73,38,88,12769
Rodrigo Ely,Deportivo Alavés,Spain Primera Division,CB,Gold,75,74,62,69,72,73,73,12776
Rodrigo Javier De Paul,Udinese,Italy Serie A,CF,Gold,78,72,76,67,74,34,79,12780
Rodrigo Palacio,Bologna,Italy Serie A,ST,Gold,76,68,44,59,61,76,74,12784
Rodrygo,Real Madrid,Spain Primera Division,LW,Gold,76,85,71,73,78,72,80,12791
Rogelio Funes Mori,Monterrey,Mexico Liga MX,ST,Gold,77,37,57,70,71,76,70,12795
Roger,Levante UD,Spain Primera Division,ST,Gold,77,69,75,73,80,55,62,12796
Roger Assalé,BSC Young Boys,Switzerland Super League,ST,Gold,75,68,77,55,67,34,68,12797
Rolando Mandragora,Udinese,Italy Serie A,CM,Gold,76,49,65,75,73,71,73,12809
Romain Alessandrini,Los Angeles Galaxy,USA Major League Soccer,RM,Gold,77,60,60,79,74,74,76,12819
Romain Hamouma,AS Saint-Étienne,France Ligue 1,RM,Gold,76,63,73,74,75,69,73,12826
Romain Saïss,Wolverhampton Wanderers,England Premier League,CDM,Gold,77,72,78,75,77,32,68,12830
Romain Thomas,Angers SCO,France Ligue 1,CB,Gold,75,81,70,73,75,68,77,12831
Roman Zobnin,Spartak Moskva,Russia FUT League,CDM,Gold,79,64,35,62,62,78,82,12842
Romelu Lukaku,Inter,Italy Serie A,ST,Gold,86,72,87,86,86,45,69,12850
Ronald Koeman,Icons,Icons,CB,Gold,91,73,68,76,70,93,87,12861
Ronaldinho,Icons,Icons,LW,Gold,94,92,90,91,95,37,81,12867
Ronaldo,Icons,Icons,ST,Gold,96,97,95,81,95,45,76,12870
Rony Lopes,Sevilla FC,Spain Primera Division,LM,Gold,80,82,71,77,81,55,61,12891
Roque Mesa,CD Leganés,Spain Primera Division,CDM,Gold,79,62,78,70,71,51,85,12894
Ross Barkley,Chelsea,England Premier League,CAM,Gold,79,73,58,75,75,78,74,12901
Rouwen Hennings,Fortuna Düsseldorf,Germany 1. Bundesliga,ST,Gold,80,48,76,81,77,65,73,12911
Roy Keane,Icons,Icons,CM,Gold,90,77,76,83,80,90,87,12916
Rubén Alcaraz,Real Valladolid,Spain Primera Division,CM,Gold,79,73,66,75,82,64,68,12921
Rubén Duarte,Deportivo Alavés,Spain Primera Division,LB,Gold,76,82,74,68,83,28,61,12924
Rubén Pérez,CD Leganés,Spain Primera Division,CDM,Gold,76,87,68,70,76,72,71,12931
Rubén Peña,Villarreal CF,Spain Primera Division,RB,Gold,79,69,77,62,71,37,82,12933
Rubén Sobrino,Valencia CF,Spain Primera Division,ST,Gold,77,82,70,74,78,64,74,12934
Ruben Aguilar,AS Monaco,France Ligue 1,RB,Gold,79,67,71,79,82,62,65,12937
Ruben Loftus-Cheek,Chelsea,England Premier League,CM,Gold,79,54,63,71,65,80,84,12942
Rubens Sambueza,Pachuca,Mexico Liga MX,RM,Gold,75,67,44,61,60,74,78,12948
Rui Costa,Icons,Icons,CAM,Gold,90,77,79,82,78,87,89,12953
Ruslan Malinovskyi,Atalanta,Italy Serie A,CM,Gold,82,69,66,75,73,77,83,12968
Ruud Gullit,Icons,Icons,CF,Gold,93,86,91,91,89,82,90,12975
Ruud van Nistelrooy,Icons,Icons,ST,Gold,92,86,91,74,85,37,82,12978
Ruud Vormer,Club Brugge,Belgium Jupiler Pro League,CM,Gold,79,95,80,72,76,33,84,12981
Ryad Boudebouz,AS Saint-Étienne,France Ligue 1,CAM,Gold,78,67,39,59,63,78,77,12985
Ryan Babel,Galatasaray,Turkey Süper Lig,LM,Gold,78,66,42,56,58,79,76,12986
Ryan Bertrand,Southampton,England Premier League,LB,Gold,78,71,55,66,71,76,81,12990
Ryan Christie,Celtic,Scotland Premiership,CAM,Gold,75,61,76,59,70,38,67,12995
Ryan Donk,Galatasaray,Turkey Süper Lig,CDM,Gold,76,72,68,74,74,71,77,13000
Ryan Fraser,Bournemouth,England Premier League,LM,Gold,81,83,74,67,75,56,82,13006
Ryan Giggs,Icons,Icons,LM,Gold,92,90,92,77,90,41,73,13008
Ryan Sessegnon,Tottenham Hotspur,England Premier League,LM,Gold,75,91,73,68,81,29,51,13035
Séamus Coleman,Everton,England Premier League,RB,Gold,79,67,76,64,74,42,72,13089
Sébastien Haller,West Ham United,England Premier League,ST,Gold,83,73,82,64,76,49,85,13092
Sérgio Oliveira,FC Porto,Portugal Liga NOS,CM,Gold,78,64,63,73,76,75,73,13098
Sócrates,Icons,Icons,CAM,Gold,91,80,87,90,88,68,82,13103
Saúl,Atlético de Madrid,Spain Primera Division,CM,Gold,86,87,81,76,87,45,80,13118
Sada Thioub,Angers SCO,France Ligue 1,RM,Gold,75,72,67,73,75,64,70,13128
Sadio Mané,Liverpool,England Premier League,LW,Gold,89,95,87,78,81,38,70,13132
Salif Sané,FC Schalke 04,Germany 1. Bundesliga,CB,Gold,83,92,81,67,82,35,69,13154
Salomón Rondón,Dalian Yifang,China Super League,ST,Gold,79,66,69,75,75,70,69,13165
Salomon Kalou,Hertha BSC,Germany 1. Bundesliga,LM,Gold,79,71,37,62,67,80,74,13166
Salva Sevilla,RCD Mallorca,Spain Primera Division,CM,Gold,75,70,52,67,69,73,74,13169
Salvatore Bocchetti,Hellas Verona,Italy Serie A,CB,Gold,76,58,75,59,67,35,75,13173
Sam Larsson,Feyenoord,Holland Eredivisie,LW,Gold,75,62,65,68,73,70,77,13201
Sami Khedira,Piemonte Calcio,Italy Serie A,CM,Gold,83,81,80,82,84,43,62,13235
Samir Nasri,Anderlecht,Belgium Jupiler Pro League,CAM,Gold,78,77,74,70,76,43,74,13244
Samu Castillejo,Milan,Italy Serie A,RM,Gold,80,84,76,67,72,31,80,13250
Samuel Chukwueze,Villarreal CF,Spain Primera Division,RM,Gold,76,68,52,54,64,74,77,13258
Samuel Gigot,Spartak Moskva,Russia FUT League,CB,Gold,76,66,66,74,78,73,79,13260
Samuel Kalu,Girondins de Bordeaux,France Ligue 1,RM,Gold,75,67,47,61,61,72,78,13264
Samuel Umtiti,FC Barcelona,Spain Primera Division,CB,Gold,86,84,79,84,87,48,68,13275
Sander Berge,RC Genk,Belgium Jupiler Pro League,CDM,Gold,79,70,68,72,73,79,82,13284
Sandro,Real Valladolid,Spain Primera Division,ST,Gold,75,92,72,65,77,39,67,13291
Sandro Tonali,Brescia,Italy Serie A,CDM,Gold,75,67,76,58,75,27,69,13299
Sandro Wagner,Tianjin Teda,China Super League,ST,Gold,78,72,47,73,76,77,65,13301
Santi Cazorla,Villarreal CF,Spain Primera Division,CAM,Gold,84,82,78,81,85,40,68,13306
Santi Mina,RC Celta de Vigo,Spain Primera Division,ST,Gold,80,64,41,65,64,81,75,13309
Santiago Arias,Atlético de Madrid,Spain Primera Division,RB,Gold,79,85,64,79,80,72,78,13311
Santiago Ascacíbar,VfB Stuttgart,Germany 2. Bundesliga,CDM,Gold,76,76,73,59,68,41,79,13313
Santiago García,Godoy Cruz,Argentina Primera División ,ST,Gold,78,82,63,69,76,73,83,13318
Saphir Taïder,Montreal Impact,USA Major League Soccer,CM,Gold,76,74,71,75,79,60,72,13335
Scott Brown,Celtic,Scotland Premiership,CDM,Gold,75,63,74,60,66,33,77,13355
Scott Dann,Crystal Palace,England Premier League,CB,Gold,75,81,70,74,76,54,69,13359
